Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Age at enrollment,Scholarship holder,Gender,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Debtor,Daytime/evening attendance,Previous qualification,Target
12,12,9,12.333333333333334,11,11,6,13.166666666666666,27,0,1,16,27,4,4,1,0,1,0,1,3,Dropout
6,6,6,13.0,6,7,5,11.8,18,0,1,13,28,9,4,1,0,1,1,1,1,Dropout
5,14,2,11.5,5,8,5,11.4,19,0,1,2,3,10,2,0,0,1,0,1,1,Enrolled
6,15,3,13.25,6,9,1,12.0,19,0,1,13,28,10,11,0,0,1,0,1,14,Dropout
6,12,3,13.333333333333334,6,12,3,12.75,22,0,1,13,1,2,2,0,0,1,0,1,14,Enrolled
6,6,6,13.5,6,6,6,12.166666666666666,18,0,0,13,28,5,6,1,0,1,0,1,1,Graduate
6,7,6,12.666666666666666,6,8,5,12.8,18,1,0,22,27,10,4,1,0,1,0,1,1,Graduate
11,18,11,15.090909090909092,6,7,6,14.5,23,0,0,4,14,3,2,0,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,20,0,1,1,4,10,6,1,0,0,1,1,1,Dropout
6,7,6,13.166666666666666,6,7,6,12.666666666666666,18,0,1,2,1,4,4,1,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,8,6,12.833333333333334,18,0,1,13,14,10,8,1,0,1,0,1,1,Graduate
5,7,5,11.8,5,9,3,12.0,18,0,1,1,14,20,44,1,0,1,0,1,1,Enrolled
6,6,6,11.833333333333334,6,6,6,12.166666666666666,20,0,1,13,1,10,10,1,0,1,0,1,1,Graduate
6,8,5,0.0,6,11,3,12.75,20,0,1,3,27,3,5,1,0,1,0,1,1,Graduate
7,7,5,11.8,9,9,5,11.0,21,0,1,1,1,5,5,0,0,1,0,1,14,Dropout
0,0,0,0.0,0,0,0,0.0,22,0,1,13,14,10,5,0,0,1,0,1,1,Enrolled
5,7,5,15.8,5,7,5,14.571428571428571,20,0,1,13,1,6,5,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,19,0,1,1,27,10,10,0,0,1,1,1,1,Enrolled
5,8,2,12.5,5,10,6,11.6,19,0,1,23,14,10,6,1,0,1,0,1,14,Graduate
6,9,6,14.666666666666666,6,7,6,13.857142857142858,20,0,1,1,1,5,5,1,0,1,0,1,1,Graduate
6,10,4,12.5,6,16,2,12.0,19,0,1,13,27,6,8,1,0,1,0,1,14,Dropout
5,7,3,12.0,6,10,2,10.5,19,0,1,1,10,4,4,1,0,1,0,1,1,Dropout
8,8,7,13.142857142857142,6,8,6,11.833333333333334,24,0,1,2,2,3,3,0,0,1,1,1,1,Enrolled
6,6,3,12.666666666666666,6,11,4,11.142857142857142,18,0,1,13,1,6,5,0,0,1,1,1,1,Dropout
5,6,5,15.0,5,6,5,14.2,18,1,1,13,14,10,9,0,0,0,0,1,1,Enrolled
6,7,5,13.6,6,7,5,11.8,18,0,0,13,28,10,8,1,0,1,1,1,1,Dropout
6,6,6,12.5,6,6,6,13.833333333333334,18,0,0,1,1,8,8,1,0,1,0,1,1,Graduate
6,7,6,13.333333333333334,6,7,6,13.5,21,1,0,13,27,10,10,1,0,1,0,1,1,Graduate
6,13,4,12.25,6,15,5,11.0,18,0,0,22,27,10,10,0,0,1,0,1,1,Dropout
7,7,7,15.101428571428572,8,8,8,16.09375,18,1,0,1,14,4,4,1,0,1,0,1,1,Graduate
6,6,6,13.166666666666666,6,6,6,16.0,18,1,0,13,27,10,10,1,0,1,0,1,1,Graduate
6,8,4,11.0,6,6,0,0.0,23,0,0,3,14,3,5,1,0,1,0,0,1,Dropout
5,9,3,11.666666666666666,5,9,4,11.75,21,0,0,3,14,3,5,1,0,1,0,1,1,Graduate
6,13,1,10.0,6,13,1,13.0,20,0,0,13,28,8,6,0,0,1,0,1,1,Enrolled
7,15,7,11.571428571428571,6,14,2,11.0,26,0,0,19,24,1,1,1,0,1,0,0,1,Dropout
6,6,6,12.166666666666666,6,10,5,11.2,18,1,0,1,14,5,5,1,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,18,0,0,3,27,10,10,1,0,1,0,1,1,Dropout
6,6,6,13.833333333333334,6,7,6,14.285714285714286,19,1,0,13,14,10,9,0,0,0,0,1,1,Graduate
7,10,6,12.357142857142858,8,9,7,13.0,20,1,0,13,1,10,4,1,0,1,0,1,1,Graduate
6,7,6,12.166666666666666,6,10,2,10.333333333333334,18,0,0,1,14,8,8,1,0,0,0,1,1,Dropout
6,8,3,12.0,6,6,2,12.5,21,0,0,22,14,29,15,1,0,1,1,1,14,Enrolled
10,14,9,12.416666666666666,9,14,7,13.0,33,0,0,22,27,5,7,0,0,1,0,1,1,Graduate
5,7,4,12.75,5,6,4,12.75,18,0,0,3,28,5,7,0,0,1,0,1,1,Graduate
21,33,18,14.933333333333334,21,33,18,14.933333333333334,21,0,0,22,1,10,5,0,0,1,0,1,6,Graduate
6,6,6,13.0,6,7,6,11.666666666666666,19,0,0,3,14,3,4,1,0,1,0,1,1,Graduate
7,7,7,12.857142857142858,7,8,6,12.666666666666666,33,0,0,23,14,10,10,0,0,0,1,1,12,Enrolled
7,10,7,14.455000000000002,8,8,8,13.91,18,0,0,23,28,6,6,1,0,1,0,1,1,Graduate
6,8,6,14.0,6,7,6,13.285714285714286,18,1,0,1,14,5,5,0,0,1,0,1,1,Graduate
6,6,6,13.5,6,7,6,12.666666666666666,20,1,0,13,28,5,5,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,20,0,0,22,27,7,7,1,0,0,0,1,1,Dropout
6,6,6,11.666666666666666,6,12,5,14.0,20,1,0,13,1,2,2,0,0,1,0,0,1,Graduate
5,6,4,12.0,5,8,5,13.333333333333334,19,1,0,1,27,5,10,1,0,1,0,1,1,Graduate
6,7,6,11.714285714285714,6,6,6,11.833333333333334,19,1,0,23,27,9,9,1,0,1,0,1,1,Graduate
6,8,6,12.666666666666666,6,7,6,12.428571428571429,21,0,0,26,1,3,4,1,0,1,0,1,1,Graduate
6,11,3,11.75,6,19,4,12.8,26,0,0,3,3,5,3,1,0,1,0,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,21,0,0,22,27,9,7,0,0,1,0,1,1,Dropout
8,8,7,12.328571428571427,8,8,7,12.328571428571427,18,0,0,13,28,6,6,1,0,1,0,1,1,Graduate
6,8,6,0.0,6,10,1,10.0,27,0,0,22,27,10,9,1,0,1,0,1,12,Dropout
12,12,12,13.25,12,12,11,12.727272727272728,20,1,0,1,28,4,10,1,0,1,0,1,1,Graduate
6,8,5,11.833333333333334,6,8,4,13.25,21,0,0,13,3,8,11,0,0,1,0,1,14,Enrolled
7,7,6,13.3,8,8,6,15.125,18,1,0,23,27,10,10,1,0,1,0,1,1,Graduate
6,13,6,12.555555555555555,6,11,5,11.8,20,0,0,1,14,10,10,1,0,1,0,1,14,Enrolled
6,6,6,12.833333333333334,6,7,6,12.166666666666666,18,0,0,1,14,5,11,1,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,6,6,12.833333333333334,20,1,0,1,1,4,6,0,0,1,0,1,14,Graduate
5,10,3,12.666666666666666,5,7,3,13.0,19,1,0,1,14,5,11,1,0,1,0,1,1,Graduate
7,8,6,13.271428571428572,8,8,7,14.471428571428572,20,0,0,22,3,10,3,1,0,1,0,1,1,Graduate
5,5,5,12.4,5,6,5,12.833333333333334,20,1,0,13,27,6,9,0,0,1,0,0,1,Graduate
5,10,2,14.5,5,7,4,11.25,20,0,0,23,1,6,6,0,0,1,0,1,14,Enrolled
6,7,0,0.0,5,5,0,0.0,19,0,0,13,1,8,11,1,0,1,1,1,1,Dropout
6,7,6,14.285714285714286,6,8,6,13.25,18,0,0,3,3,15,20,0,0,1,0,1,1,Graduate
5,7,3,12.333333333333334,5,9,5,12.6,18,0,0,23,28,10,11,1,0,1,0,1,1,Graduate
7,10,6,12.583333333333334,8,8,7,12.671428571428573,19,1,0,23,27,10,9,1,0,1,0,1,1,Graduate
7,8,6,13.731666666666667,8,10,7,13.771428571428572,19,0,0,10,27,6,10,1,0,1,0,1,1,Dropout
6,8,6,12.875,6,14,5,12.142857142857142,43,0,1,22,27,10,5,0,0,1,0,1,12,Enrolled
10,14,8,14.625,7,7,5,13.4,47,0,1,22,17,1,5,0,0,1,0,1,1,Dropout
3,3,0,0.0,2,2,0,0.0,23,0,1,19,24,13,13,1,0,0,0,1,1,Dropout
6,8,6,12.666666666666666,6,7,6,12.666666666666666,19,1,0,13,14,10,10,1,0,1,1,1,1,Graduate
8,11,6,12.491666666666667,8,11,6,12.491666666666667,20,0,0,3,3,3,3,1,0,1,0,1,1,Graduate
12,12,12,13.666666666666666,11,12,11,14.166666666666666,19,1,0,1,3,5,5,1,0,1,0,1,1,Graduate
6,8,6,14.142857142857142,6,7,6,13.0,19,0,0,13,27,5,8,1,0,1,0,1,14,Graduate
6,9,6,11.833333333333334,6,9,4,13.75,39,1,0,13,14,22,27,0,0,1,1,0,12,Graduate
6,6,6,12.666666666666666,6,8,6,13.0,20,1,0,1,1,4,6,1,0,1,0,1,1,Graduate
6,6,6,12.5,6,6,6,12.666666666666666,21,0,0,23,14,10,4,1,0,1,0,1,1,Graduate
11,16,9,10.88888888888889,10,20,4,11.25,22,0,0,22,14,10,8,1,0,0,1,1,1,Graduate
6,11,1,13.0,5,10,0,0.0,19,0,0,13,28,6,1,1,0,1,0,1,1,Dropout
6,6,6,15.166666666666666,6,6,6,16.0,22,0,0,1,14,20,18,1,0,1,0,1,1,Graduate
6,8,6,12.666666666666666,6,7,6,12.0,19,1,0,13,14,4,4,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,1,22,28,10,10,1,0,1,1,1,1,Dropout
5,8,6,12.0,5,8,5,10.2,18,0,0,13,14,10,10,0,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,20,1,1,13,2,6,6,1,0,1,1,1,1,Graduate
5,8,2,11.0,5,6,4,11.5,30,0,1,22,27,10,8,0,0,1,0,1,1,Dropout
6,7,6,15.714285714285714,6,10,6,15.9,24,0,1,1,1,5,11,0,0,1,0,1,1,Dropout
15,15,11,10.818181818181818,14,15,11,11.636363636363637,26,0,1,19,24,1,1,0,0,1,0,1,1,Dropout
5,16,1,12.0,5,6,0,0.0,19,0,1,13,28,10,8,0,0,0,0,1,1,Dropout
6,8,5,12.6,6,11,4,11.25,34,0,1,13,28,10,11,0,0,1,0,1,1,Graduate
5,12,1,13.0,5,7,3,14.0,33,0,1,1,1,2,2,1,0,1,0,1,1,Enrolled
5,8,5,11.6,5,10,4,10.75,19,0,1,13,1,10,5,1,0,1,0,1,1,Graduate
5,11,1,10.0,5,14,1,11.0,26,0,1,13,1,5,6,1,0,0,1,1,1,Dropout
6,7,1,14.0,6,6,0,0.0,29,0,1,23,27,8,8,0,0,1,0,1,1,Dropout
5,9,5,12.6,5,8,2,12.5,19,1,1,13,27,10,8,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,1,1,1,10,10,1,0,1,0,1,1,Dropout
5,11,2,11.333333333333334,5,9,1,12.0,29,0,1,13,27,10,10,0,0,0,0,0,12,Dropout
6,6,6,12.666666666666666,6,7,5,11.4,21,0,1,22,27,10,10,0,0,1,0,1,1,Graduate
6,7,5,10.8,6,10,2,10.5,19,0,1,1,1,5,11,0,0,1,0,1,1,Enrolled
7,14,5,12.87857142857143,8,15,7,11.85625,20,0,1,23,28,6,11,0,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,8,5,11.4,18,0,1,23,27,6,6,1,0,1,0,1,1,Enrolled
5,5,5,12.6,5,9,3,12.833333333333334,21,1,1,19,24,13,13,0,0,1,1,1,1,Enrolled
5,0,0,0.0,5,0,0,0.0,20,0,1,1,1,5,3,1,0,1,0,1,1,Dropout
5,11,0,0.0,5,5,0,0.0,30,1,1,22,27,10,10,0,0,1,0,1,1,Dropout
6,6,6,14.166666666666666,6,6,6,14.0,19,0,1,22,28,5,2,1,0,1,0,1,1,Graduate
5,7,5,13.4,5,7,4,13.25,30,0,1,1,14,10,7,1,0,1,0,1,1,Dropout
5,8,5,11.2,5,13,4,11.25,22,1,1,23,1,6,6,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,22,0,1,22,27,6,11,1,0,1,0,1,1,Graduate
6,6,6,12.666666666666666,6,8,5,11.8,19,0,1,1,1,10,10,1,0,0,0,1,1,Graduate
5,7,3,12.333333333333334,5,5,4,11.25,21,0,1,1,14,6,4,1,0,1,0,1,1,Dropout
5,7,4,12.25,5,7,5,12.0,21,0,1,23,28,23,30,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,21,1,1,13,28,10,10,1,0,1,1,1,14,Dropout
5,13,3,10.75,5,9,3,10.333333333333334,27,0,1,1,14,5,8,0,0,1,0,1,1,Dropout
7,7,0,0.0,7,8,0,0.0,32,0,1,22,27,2,2,1,0,1,0,1,1,Dropout
6,13,0,0.0,6,6,0,0.0,40,0,1,22,1,10,4,0,0,0,1,1,9,Dropout
5,9,6,14.333333333333334,6,10,6,12.5,20,0,1,1,1,10,4,1,0,1,0,1,1,Enrolled
5,8,2,11.5,5,13,2,11.5,20,0,1,4,4,3,11,1,0,1,0,1,14,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,1,22,27,10,10,1,0,1,0,1,1,Graduate
5,11,2,10.5,5,13,0,0.0,21,0,1,1,28,2,8,0,0,1,0,1,1,Dropout
6,6,6,13.5,6,0,0,0.0,18,0,1,13,27,6,9,0,0,1,0,1,1,Dropout
6,17,1,11.0,6,19,0,0.0,19,0,1,1,3,22,21,0,0,1,0,1,1,Enrolled
6,6,1,10.0,6,6,0,0.0,30,0,1,22,27,8,8,0,0,0,0,1,3,Dropout
6,17,0,0.0,6,8,0,0.0,29,0,1,13,1,10,2,0,0,1,0,1,9,Dropout
5,10,1,12.0,5,7,3,10.666666666666666,18,0,1,1,1,5,5,1,0,1,1,1,1,Dropout
6,6,4,0.0,5,5,6,0.0,18,0,0,1,1,10,10,1,0,1,0,1,1,Dropout
10,21,5,11.4,7,13,6,11.666666666666666,22,0,1,1,1,4,11,0,0,1,0,1,14,Dropout
5,5,0,0.0,5,5,0,0.0,27,0,1,22,27,6,6,1,0,0,0,0,1,Dropout
6,8,4,14.25,6,10,5,14.0,20,0,1,23,1,10,8,1,0,1,0,1,1,Graduate
12,12,11,14.454545454545457,11,11,10,14.2,42,0,1,13,28,10,11,0,0,1,0,0,2,Graduate
12,13,12,0.0,12,14,12,14.461538461538462,21,0,1,23,28,5,10,0,0,1,1,1,1,Graduate
7,10,6,12.733333333333334,8,10,7,11.95,23,0,1,1,28,8,8,0,1,1,0,1,1,Graduate
12,13,5,13.2,12,12,4,13.5,21,0,1,23,28,10,10,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,19,0,1,4,3,2,2,1,0,1,0,1,1,Graduate
6,7,6,12.333333333333334,6,10,4,12.75,40,1,1,22,27,8,8,0,0,1,0,1,1,Dropout
9,9,5,11.2,9,14,7,11.25,22,0,1,13,1,10,6,0,0,1,0,1,1,Dropout
7,7,6,13.2,7,7,6,13.2,19,0,1,23,27,10,10,1,0,1,0,1,1,Graduate
5,8,5,11.833333333333334,5,8,4,14.0,24,1,1,13,27,10,10,0,0,1,0,1,1,Enrolled
6,10,5,11.333333333333334,6,14,2,11.5,21,0,1,3,1,3,5,0,0,1,0,1,1,Enrolled
5,5,5,13.6,5,6,5,14.6,18,0,1,3,1,10,4,1,0,1,0,1,1,Graduate
5,10,0,0.0,5,10,2,11.5,18,0,1,22,27,10,8,0,0,1,0,1,1,Dropout
6,11,5,12.857142857142858,6,12,5,13.666666666666666,24,0,1,3,1,4,11,0,0,1,0,1,1,Dropout
5,16,3,14.333333333333334,5,9,5,12.428571428571429,28,1,1,22,14,10,4,0,0,1,0,1,1,Enrolled
6,9,5,13.5,6,6,6,14.0,19,1,0,13,28,8,10,1,0,1,0,1,1,Graduate
6,8,6,14.428571428571429,6,12,4,15.6,28,0,0,3,3,5,3,0,0,1,0,1,15,Enrolled
6,12,0,0.0,6,12,0,0.0,18,0,0,10,1,5,1,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,19,0,0,3,1,5,4,1,0,0,0,1,1,Graduate
8,8,8,12.82875,8,8,8,12.82875,19,1,0,1,1,5,5,1,0,1,0,1,1,Graduate
5,6,0,0.0,5,6,4,13.75,21,0,0,24,3,4,3,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,18,0,0,1,14,5,6,1,0,1,1,1,1,Dropout
6,6,6,14.666666666666666,6,6,6,13.166666666666666,19,0,0,3,14,2,6,1,0,1,0,1,1,Graduate
12,12,10,14.7,12,12,12,14.583333333333334,20,0,0,3,1,3,11,1,0,1,0,1,1,Graduate
6,6,6,11.666666666666666,6,6,5,12.2,18,0,0,1,1,10,5,1,0,1,0,1,1,Graduate
7,7,6,14.85,7,7,6,14.85,20,0,0,22,27,10,10,1,0,1,0,1,6,Graduate
5,11,1,12.0,5,12,0,0.0,26,0,0,13,27,8,12,0,0,1,0,1,12,Dropout
7,8,7,13.6875,8,9,8,15.622222222222222,18,0,0,3,1,4,5,1,0,1,0,1,1,Dropout
6,14,5,12.4,6,10,5,11.6,58,0,0,22,27,10,10,0,0,1,0,0,1,Graduate
7,10,7,13.398,8,8,8,13.5425,18,0,0,1,3,5,4,0,0,1,0,1,1,Graduate
6,13,5,11.8,6,19,4,12.0,20,0,0,1,1,5,4,1,0,1,0,1,1,Enrolled
5,0,0,0.0,5,0,0,0.0,20,0,0,23,27,7,8,0,0,1,0,0,1,Dropout
15,19,13,11.76923076923077,14,17,14,11.928571428571429,29,0,0,22,27,10,10,1,0,1,0,1,1,Graduate
6,8,0,0.0,5,6,0,0.0,27,0,0,1,1,5,11,0,0,0,1,1,3,Dropout
6,8,6,13.285714285714286,6,11,6,13.0,21,1,0,13,28,6,8,1,0,1,0,1,1,Graduate
6,6,6,11.666666666666666,6,8,6,11.166666666666666,20,1,0,1,14,5,10,0,0,1,0,1,1,Graduate
6,13,6,11.5,6,9,5,12.2,19,1,0,13,28,4,8,0,0,1,0,1,1,Graduate
7,9,6,13.081666666666669,8,12,6,13.15,22,1,0,22,28,7,7,1,0,1,0,1,1,Graduate
6,6,6,12.666666666666666,6,6,6,13.0,19,1,0,23,27,10,8,1,0,1,0,1,1,Graduate
6,6,3,11.333333333333334,6,6,0,0.0,19,0,0,22,1,10,9,1,0,0,1,1,1,Dropout
6,8,5,13.6,6,8,5,11.6,23,0,0,3,3,3,3,1,0,1,0,1,1,Enrolled
6,6,6,13.166666666666666,6,7,5,13.2,18,1,0,1,1,5,5,1,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,19,0,0,1,14,5,9,0,0,1,0,1,14,Dropout
6,10,5,11.666666666666666,6,7,5,12.6,20,0,0,1,1,5,4,1,0,1,0,1,14,Graduate
6,6,6,13.5,6,7,6,13.428571428571429,19,1,0,1,28,10,8,1,0,1,0,1,1,Graduate
6,7,6,0.0,6,8,6,0.0,26,1,0,1,27,10,10,1,0,0,1,1,12,Dropout
6,6,6,13.166666666666666,6,7,6,14.142857142857142,18,1,0,1,14,5,8,1,0,1,0,1,1,Graduate
5,11,4,12.5,5,11,2,12.5,29,0,0,22,27,5,10,1,0,1,1,1,1,Dropout
6,10,6,13.375,6,10,6,13.0,20,0,0,3,1,3,7,1,0,0,0,1,14,Graduate
6,6,6,13.166666666666666,6,6,6,12.666666666666666,19,0,0,13,2,8,4,1,0,1,0,1,1,Graduate
6,12,4,13.4,6,17,2,13.5,23,0,0,1,1,5,5,1,0,1,0,1,14,Enrolled
7,10,3,13.0,8,10,3,11.666666666666666,25,0,0,2,3,4,3,0,0,1,0,1,1,Enrolled
8,8,7,13.154285714285717,8,8,7,13.154285714285717,18,0,0,3,3,2,2,1,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,6,6,12.833333333333334,19,1,0,1,28,5,8,1,0,1,0,1,1,Graduate
7,10,7,12.142857142857142,7,7,7,13.142857142857142,18,0,0,1,14,6,6,1,0,1,0,1,1,Graduate
7,9,5,13.34,7,9,6,12.385714285714286,19,1,0,1,14,5,5,1,0,1,0,1,1,Enrolled
10,15,4,13.0,9,10,4,13.75,36,0,0,22,14,10,4,0,0,1,0,0,15,Dropout
6,18,3,12.0,6,17,3,11.666666666666666,20,1,1,1,28,5,10,0,0,1,0,1,14,Enrolled
0,0,0,0.0,0,0,0,0.0,20,0,1,1,1,3,4,1,0,1,0,1,1,Dropout
6,9,5,11.0,6,12,0,0.0,18,0,1,23,28,10,9,1,0,1,0,1,1,Dropout
6,8,5,11.5,6,11,6,11.333333333333334,19,0,1,3,1,5,7,0,0,1,0,1,14,Enrolled
9,9,3,13.333333333333334,6,6,2,12.5,20,0,1,1,34,5,3,1,0,0,1,1,1,Dropout
7,9,7,14.594444444444443,8,10,8,13.472,18,0,1,13,14,5,8,1,0,1,0,1,1,Graduate
6,9,4,11.0,6,13,3,10.666666666666666,20,0,1,3,1,4,7,1,0,1,1,1,14,Dropout
5,8,0,0.0,5,5,0,0.0,24,0,1,13,1,12,4,1,0,0,1,1,1,Dropout
5,9,1,12.0,5,10,2,12.0,18,0,1,13,14,8,10,1,0,1,0,1,1,Dropout
5,8,5,14.0,5,6,5,13.2,18,0,1,4,28,3,8,1,0,1,0,1,1,Graduate
6,8,6,13.571428571428571,6,7,5,11.8,18,0,1,1,14,5,5,0,0,1,0,1,1,Graduate
6,12,0,0.0,6,6,0,0.0,22,0,1,3,14,2,8,1,0,1,0,1,1,Dropout
6,8,6,14.25,6,7,6,13.857142857142858,19,0,1,13,28,10,10,0,0,1,0,1,1,Graduate
6,7,0,0.0,6,6,0,0.0,32,0,0,1,29,6,4,1,0,0,1,1,9,Dropout
6,12,0,0.0,6,12,0,0.0,21,1,0,19,14,1,4,1,0,1,0,1,1,Dropout
8,8,7,13.542857142857144,8,8,7,13.542857142857144,19,1,0,22,27,7,7,1,0,1,0,1,1,Graduate
9,9,9,13.11111111111111,7,10,7,11.714285714285714,39,1,0,23,27,10,10,0,0,1,0,0,1,Graduate
9,11,9,12.666666666666666,7,7,7,12.142857142857142,30,0,0,19,24,1,1,1,0,1,0,0,8,Graduate
5,10,4,10.75,5,13,2,10.0,18,0,0,1,14,6,6,1,0,1,0,1,1,Dropout
10,14,4,10.75,10,10,2,10.0,38,0,0,22,27,10,10,1,0,1,0,0,1,Dropout
6,6,6,13.666666666666666,6,6,6,13.333333333333334,20,0,0,19,27,6,8,1,0,1,0,1,1,Graduate
6,6,6,13.833333333333334,6,6,6,12.833333333333334,55,0,0,19,24,1,1,0,0,1,0,0,12,Graduate
18,18,17,13.176470588235292,18,18,16,13.0,53,0,0,19,24,1,1,0,0,1,0,1,2,Dropout
6,8,4,0.0,6,8,6,12.6,54,0,0,1,24,1,1,1,0,1,0,0,1,Dropout
7,8,5,12.86,7,8,5,12.86,18,1,0,22,27,10,8,1,0,1,0,1,1,Enrolled
8,12,4,12.0,7,9,4,12.0,44,0,0,22,27,10,9,0,0,0,1,0,1,Dropout
11,11,9,11.666666666666666,11,13,9,12.555555555555555,28,0,0,22,27,10,7,1,0,1,0,1,1,Graduate
14,14,14,16.5,11,11,11,16.90909090909091,37,0,0,13,14,10,5,0,0,1,0,0,17,Graduate
10,14,9,12.333333333333334,7,10,7,11.77777777777778,20,0,0,11,12,12,12,1,0,1,0,1,1,Graduate
7,8,7,12.59125,8,11,7,12.820000000000002,18,0,0,13,3,4,3,1,0,1,0,1,1,Enrolled
6,9,4,11.5,6,12,3,11.0,19,0,1,13,14,10,10,1,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,22,0,1,13,27,7,7,0,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,24,0,1,3,14,4,6,0,0,0,0,1,1,Dropout
6,13,5,13.0,6,13,2,11.5,22,0,1,4,4,5,3,1,0,1,0,1,14,Enrolled
6,9,0,0.0,6,6,0,0.0,26,0,1,1,28,6,7,0,0,1,0,1,1,Dropout
6,6,6,15.166666666666666,6,6,6,14.833333333333334,18,0,0,22,27,6,6,1,0,1,0,1,1,Graduate
6,8,4,11.75,6,8,2,13.5,24,0,1,23,14,10,10,0,0,1,0,1,14,Dropout
5,5,0,0.0,5,6,1,15.0,18,0,1,1,28,5,4,1,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,26,0,1,1,28,8,9,1,0,1,0,1,1,Dropout
6,11,3,11.333333333333334,6,10,3,14.75,27,0,1,22,27,10,5,0,0,1,0,1,12,Dropout
6,10,5,12.6,6,6,5,13.2,20,1,1,22,27,10,7,1,0,1,0,1,14,Graduate
5,10,0,0.0,5,10,1,14.0,19,0,1,10,1,5,11,1,0,1,0,1,1,Dropout
6,8,6,15.5,6,9,4,15.5,18,1,1,23,28,5,10,0,0,1,0,1,1,Dropout
8,8,7,12.365714285714288,8,8,7,12.365714285714288,18,0,1,1,1,5,5,1,0,1,0,1,1,Graduate
6,7,5,13.2,6,10,5,13.25,19,0,1,22,27,10,10,1,0,1,0,1,1,Enrolled
12,12,7,11.428571428571429,12,12,7,11.857142857142858,34,0,1,22,27,10,10,1,0,1,0,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,19,0,1,23,14,9,11,1,0,1,0,1,1,Dropout
6,10,4,14.0,6,9,6,0.0,19,0,1,1,27,5,5,0,0,1,0,1,1,Graduate
12,12,3,12.0,12,16,5,11.8,30,0,1,2,2,2,5,0,0,1,0,1,1,Dropout
4,4,0,0.0,5,8,3,12.0,22,0,1,1,3,10,4,0,0,0,0,1,1,Dropout
5,13,4,10.0,5,7,3,11.333333333333334,19,0,1,3,28,2,10,0,0,0,0,1,1,Dropout
5,9,1,10.0,5,10,1,10.0,21,0,1,23,1,10,9,0,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,22,0,1,22,27,10,10,1,0,0,0,1,1,Dropout
6,7,6,11.166666666666666,6,12,3,11.666666666666666,19,1,1,22,27,10,10,0,0,1,0,1,1,Enrolled
6,12,4,11.75,6,13,3,11.333333333333334,20,0,1,13,28,8,8,0,0,1,0,1,1,Enrolled
6,13,3,11.75,6,10,0,0.0,35,0,1,3,1,3,9,1,0,1,0,1,12,Dropout
5,8,1,10.0,5,7,1,11.0,20,0,1,22,27,10,10,1,0,1,0,1,1,Dropout
5,8,3,14.0,5,5,5,12.8,21,0,1,6,9,5,6,0,0,1,0,1,1,Graduate
5,5,0,0.0,5,5,0,0.0,27,0,1,19,24,13,13,0,0,0,1,1,9,Dropout
6,12,3,12.0,6,15,0,0.0,26,0,1,22,28,10,6,1,0,0,0,1,1,Dropout
6,10,0,0.0,5,10,0,0.0,20,0,1,1,23,4,4,0,0,0,0,1,1,Dropout
10,19,8,11.88888888888889,8,17,5,11.6,28,0,1,22,27,7,7,0,0,0,1,1,1,Dropout
6,6,6,13.833333333333334,6,6,6,13.666666666666666,19,0,1,13,28,10,8,1,0,1,0,1,1,Graduate
5,5,0,0.0,5,5,0,0.0,47,0,1,22,14,10,10,0,0,0,0,0,1,Dropout
6,8,5,11.4,6,9,5,12.4,55,0,1,22,27,5,10,0,0,0,0,1,9,Dropout
6,8,0,0.0,6,8,2,11.0,39,0,1,22,27,6,10,1,0,1,0,1,1,Dropout
